index,time,location,account,message,hour
26731,2020-04-08 18:53:00,Southwest,DarkBreadEunice_Smith,re: Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 18:00:00
26736,2020-04-08 18:53:00,Southton,TracyCleverJ,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 18:00:00
26741,2020-04-08 18:53:00,Old Town,ObnoxiousJimmyCouch,re:  And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26746,2020-04-08 18:54:00,Northwest,LazySPlate,re: Our son works in Old Town. We have not heard from him since the earthquake. The police said they are overwhelmed and can't investigate. Where do we go?,2020-04-08 18:00:00
26771,2020-04-08 18:56:00,Weston,FuriousTBread,re:  And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26779,2020-04-08 18:56:00,Downtown,CandidBowlLester,re: Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 18:00:00
26789,2020-04-08 18:57:00,Southton,FastPBread72,re:  And now we have no water. Earthquake is is the worst,2020-04-08 18:00:00
26818,2020-04-08 18:59:00,Old Town,MFamousL,re: Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 18:00:00
26830,2020-04-08 19:00:00,Northwest,LazyGCandy56,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 19:00:00
26850,2020-04-08 19:01:00,Northwest,Andrea_CreamerBird1990,Firefighters anything she she anything from she they it crews have evacuated up to 30 parseengers who were tr... #MakesItwereWonder,2020-04-08 19:00:00
26883,2020-04-08 19:04:00,East Parton,BusyJBanana,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 19:00:00
26890,2020-04-08 19:05:00,Palace Hills,DarkHCar,Higbee County Search and Rescue just arrived in town to help out. Our ten volunteer firefighters are on scene and ready to go to work. Are in need of shelter if anyone has a spare room they could donate.,2020-04-08 19:00:00
26923,2020-04-08 19:07:00,Palace Hills,HoldsSaadBear,re: We need help in Scenic Vista! Many collapsed houses and there are fires too!,2020-04-08 19:00:00
26981,2020-04-08 19:12:00,Northwest,TonyPeterson,Hate I can't be with my family! There's no food here! This earthquake might be life and death but no food in fridge DEFINITELY = DEATH,2020-04-08 19:00:00
26991,2020-04-08 19:13:00,Broadview,DarkCouchGrimes,Sewage collecting in between pipes! Gross,2020-04-08 19:00:00
27007,2020-04-08 19:14:00,Weston,RunsKerry_CouchDog,re: Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 19:00:00
27019,2020-04-08 19:14:00,Weston,AttentativeCarCorrigan,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 19:00:00
27029,2020-04-08 19:15:00,Northwest,LovesWilliamMouse,re: manager @Bradley_TaylorFish86 said fire station was open. Got there and it was closed!,2020-04-08 19:00:00
27133,2020-04-08 19:20:00,Safe Town,FieldEngineerPhillipCarter,Heavy rain after earthquake? Hope we are not having a landslide.,2020-04-08 19:00:00
27196,2020-04-08 19:25:00,West Parton,RonaldFuriousLevel,re: Maybe they're just trying to stop people from calling about the earthquake!,2020-04-08 19:00:00
27209,2020-04-08 19:26:00,Downtown,PaulWhale45,re: Hate I can't be with my family! There's no food here! This earthquake might be life and death but no food in fridge DEFINITELY = DEATH,2020-04-08 19:00:00
27243,2020-04-08 19:28:00,Downtown,FamousMIcecream,re: Higbee County Search and Rescue just arrived in town to help out. Our ten volunteer firefighters are on scene and ready to go to work. Are in need of shelter if anyone has a spare room they could donate.,2020-04-08 19:00:00
27244,2020-04-08 19:28:00,Palace Hills,Wesley_RodriguezLion1969,re: Hate I can't be with my family! There's no food here! This earthquake might be life and death but no food in fridge DEFINITELY = DEATH,2020-04-08 19:00:00
27289,2020-04-08 19:31:00,Downtown,WatchesAnnette_BurkDog,re: wife said fire station was open. Got there and it was closed!,2020-04-08 19:00:00
27303,2020-04-08 19:32:00,Downtown,BusyEHouse1971,re: Hate I can't be with my family! There's no food here! This earthquake might be life and death but no food in fridge DEFINITELY = DEATH,2020-04-08 19:00:00
27393,2020-04-08 19:38:00,West Parton,Zanes1955,re: Higbee County Search and Rescue just arrived in town to help out. Our ten volunteer firefighters are on scene and ready to go to work. Are in need of shelter if anyone has a spare room they could donate.,2020-04-08 19:00:00
27589,2020-04-08 19:55:00,Weston,LovesAnnDog,re: Heavy rain after earthquake? Hope we are not having a landslide.,2020-04-08 19:00:00
27604,2020-04-08 19:56:00,Downtown,FleetEPlate,re: Heavy rain after earthquake? Hope we are not having a landslide.,2020-04-08 19:00:00
27611,2020-04-08 19:57:00,Southwest,TheresaGuapoO,Saw the power line tilted over. That would explain the power outage.,2020-04-08 19:00:00
27624,2020-04-08 19:58:00,Safe Town,FuriousRCouch,re: wife said fire station was open. Got there and it was closed!,2020-04-08 19:00:00
27626,2020-04-08 19:58:00,Southton,FamousBananaLeo,In for overtime.  At least some good has come from the quake! #HateleastWonder,2020-04-08 19:00:00
27669,2020-04-08 20:01:00,Weston,GuapoVBread11,Sewage is @Thomas1991 collecting on the street. Hopefully the parks don't smell as bad!,2020-04-08 20:00:00
27677,2020-04-08 20:02:00,Southton,BusyCHouse,re: Heavy rain after earthquake? Hope we are not having a landslide.,2020-04-08 20:00:00
27681,2020-04-08 20:02:00,Chapparal,FuriousCarJoseph,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27693,2020-04-08 20:04:00,Southton,CuriousRCouch,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27706,2020-04-08 20:05:00,Northwest,CandidBowlArmando,re: Heavy rain after earthquake? Hope we are not having a landslide.,2020-04-08 20:00:00
27709,2020-04-08 20:05:00,Broadview,RunsFlor_AllenFish,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27740,2020-04-08 20:08:00,Terrapin Springs,FearsMaurice_LevasseurBear,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27778,2020-04-08 20:13:00,Weston,JoseBusyM,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27796,2020-04-08 20:15:00,Southton,TDarkFields,Firefighters anything she she anything from she they it he grew 4.5% between 2013 and 2014,2020-04-08 20:00:00
27798,2020-04-08 20:15:00,Downtown,SharondaLion38,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27820,2020-04-08 20:19:00,Easton,Deborah1955,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27823,2020-04-08 20:20:00,Northwest,Brad_Swindler67,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27845,2020-04-08 20:23:00,Palace Hills,FastGPlate79,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27853,2020-04-08 20:24:00,Southton,Forrest_MooreOctopus36,The hospitjeal by tjehe fire stjeatjeion has power. #stjeatjeion,2020-04-08 20:00:00
27880,2020-04-08 20:29:00,Old Town,EObnoxiousB,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27884,2020-04-08 20:30:00,Oak Willow,CuriousKIcecream90,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27942,2020-04-08 20:37:00,Scenic Vista,JamesOctopus74,Firefighters anything she she anything from she they it he grew 4.5% betwenetween 2013 and 2014,2020-04-08 20:00:00
27946,2020-04-08 20:38:00,Southwest,Nicole1954Labranche,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27974,2020-04-08 20:43:00,Northwest,HoldsLeigh_NewtonMouse,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
27997,2020-04-08 20:49:00,Scenic Vista,G2015Howland,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
28020,2020-04-08 20:52:00,Northwest,TallCampbellCouch1978,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
28028,2020-04-08 20:53:00,Southwest,FleetBreadSandra_Torres,re: wife said fire station was open. Got there and it was closed!,2020-04-08 20:00:00
28065,2020-04-08 21:01:00,Old Town,ClevelandObnoxiousCarter,re: wife said fire station was open. Got there and it was closed!,2020-04-08 21:00:00
28073,2020-04-08 21:03:00,Easton,Linda_Richey1957,re: wife said fire station was open. Got there and it was closed!,2020-04-08 21:00:00
28089,2020-04-08 21:08:00,Downtown,FastFigueroaBanana86,re: wife said fire station was open. Got there and it was closed!,2020-04-08 21:00:00
28157,2020-04-08 21:25:00,Southwest,WileyCPlate,re: wife said fire station was open. Got there and it was closed!,2020-04-08 21:00:00
28198,2020-04-08 21:33:00,Weston,M51Richardson,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28201,2020-04-08 21:34:00,Downtown,ACuriousP,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28212,2020-04-08 21:37:00,Southwest,GuapoBussmannBanana75,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28215,2020-04-08 21:38:00,Northwest,SCleverGraham,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28220,2020-04-08 21:39:00,East Parton,FearsGeorge_FieldsMouse,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28226,2020-04-08 21:40:00,Old Town,Sarah_Swisher1972,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28231,2020-04-08 21:41:00,Northwest,FastRHouse1950,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28238,2020-04-08 21:43:00,West Parton,KetcherLion11,Saw a place that was split in half from the quake! #HateSaw,2020-04-08 21:00:00
28241,2020-04-08 21:44:00,Northwest,FastMichaelCar,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28250,2020-04-08 21:46:00,Old Town,Shirley_LancasterBird34,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28259,2020-04-08 21:48:00,Southton,FleetMeekerBanana2009,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28263,2020-04-08 21:49:00,Weston,Sarah_Cloutier20,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28269,2020-04-08 21:50:00,Northwest,RubenHorse17,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28275,2020-04-08 21:51:00,Easton,LovesEric_MiyaLion,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28280,2020-04-08 21:52:00,Downtown,LovesLindaFish,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28298,2020-04-08 21:57:00,Northwest,Teresa97A,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 21:00:00
28308,2020-04-08 22:00:00,Scenic Vista,JObnoxiousAntolin,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 22:00:00
28310,2020-04-08 22:01:00,Downtown,Leslie_CruzDog87,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 22:00:00
28316,2020-04-08 22:03:00,Broadview,WillieFleetMoore,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 22:00:00
28322,2020-04-08 22:05:00,Southwest,BusyCCar1963,Sewage collecting in between pipes! Gross,2020-04-08 22:00:00
28331,2020-04-08 22:06:00,Northwest,CandidJIcecream,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 22:00:00
28372,2020-04-08 22:18:00,Southton,Elaine81,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters,2020-04-08 22:00:00
28389,2020-04-08 22:23:00,Terrapin Springs,LovesFordDog,Contruction upgrading bridgesies to earthquake standards in anything Himark they seismic intensity 0 something,2020-04-08 22:00:00
28401,2020-04-08 22:28:00,Chapparal,FamousPamBowl,re: My danbdd worked in the fire stanbdtion thanbdt collanbdpsed anbdnd isn't anbdnswering their phone. Tell them to canbdll me if you see them!,2020-04-08 22:00:00
28781,2020-04-08 23:41:00,Old Town,OldTownBlues,Got a group of people who are stayin warm around a trash can fire #stayinalive,2020-04-08 23:00:00
28960,2020-04-08 23:57:00,Northwest,MSmartSeto,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters,2020-04-08 23:00:00
28989,2020-04-08 23:59:00,Southton,FuriousWCar,Firefighters anything she she anything from she they it he she something,2020-04-08 23:00:00
28994,2020-04-09 00:00:00,Southwest,John_Cooper3,Happy to spread the word about a fine nuclear power is in the future! it there be a quake in a future book too?,2020-04-09 00:00:00
29023,2020-04-09 00:03:00,Cheddarford,LovesMaryBear,re: Got a group of people who are stayin warm around a trash can fire #stayinalive,2020-04-09 00:00:00
